seqnames	start	end	width	strand	gene_id
1	206967052	206967112	61	-	ENSG00000162897
1	206967583	206967651	69	-	ENSG00000162897
1	206969227	206969244	18	-	ENSG00000162897
1	207018521	207021957	3437	-	ENSG00000182795
1	207043849	207049019	5171	-	ENSG00000180667
1	207060896	207060930	35	+	ENSG00000123836
1	207061953	207062078	126	+	ENSG00000123836
1	207062620	207062716	97	+	ENSG00000123836
1	207063143	207063209	67	+	ENSG00000123836
1	207063347	207063421	75	+	ENSG00000123836
1	207063773	207063829	57	+	ENSG00000123836
1	207065036	207065160	125	+	ENSG00000123836
1	207067499	207067706	208	+	ENSG00000123836
1	207068163	207068309	147	+	ENSG00000123836
1	207069424	207069528	105	+	ENSG00000123836
1	207070280	207070409	130	+	ENSG00000123836
1	207071188	207071250	63	+	ENSG00000123836
1	207071509	207071573	65	+	ENSG00000123836
1	207072372	207077823	5452	+	ENSG00000123836
1	207078954	207081024	2071	+	ENSG00000123836
1	207099930	207099993	64	+	ENSG00000123843
1	207114705	207114771	67	+	ENSG00000123838
1	207115416	207115465	50	+	ENSG00000123838
1	207144718	207144972	255	+	ENSG00000123838
1	207340645	207340766	122	+	ENSG00000196352
1	207354081	207354099	19	+	ENSG00000196352
1	207359546	207360966	1421	+	ENSG00000196352
1	207370752	207370834	83	+	ENSG00000196352
1	207372769	207373252	484	+	ENSG00000196352
1	207385239	207385406	168	+	ENSG00000196352
1	207386206	207386804	599	+	ENSG00000196352
1	207472872	207472902	31	+	ENSG00000117322
1	207485555	207485572	18	+	ENSG00000117322
1	207489142	207489895	754	+	ENSG00000117322
1	207569123	207569238	116	+	ENSG00000203710
1	207569847	207569946	100	+	ENSG00000203710
1	207575595	207575680	86	+	ENSG00000203710
1	207577805	207578203	399	+	ENSG00000203710
1	207580240	207580416	177	+	ENSG00000203710
1	207580511	207580613	103	+	ENSG00000203710
1	207581918	207582003	86	+	ENSG00000203710
1	207584649	207584876	228	+	ENSG00000203710
1	207587386	207587565	180	+	ENSG00000203710
1	207588675	207588774	100	+	ENSG00000203710
1	207607251	207607336	86	+	ENSG00000203710
1	207609290	207609546	257	+	ENSG00000203710
1	207639410	207641765	2356	+	ENSG00000203710
1	207715319	207715397	79	+	ENSG00000197721
1	207717464	207717691	228	+	ENSG00000197721
1	207723618	207723641	24	+	ENSG00000197721
1	207723686	207723703	18	+	ENSG00000197721
1	207724633	207724708	76	+	ENSG00000197721
1	207738404	207738416	13	+	ENSG00000197721
1	207790305	207790345	41	+	ENSG00000117335
1	207793519	207795513	1995	+	ENSG00000117335
1	207880972	207888103	7132	-	ENSG00000174059
1	208022242	208027242	5001	-	ENSG00000076356
1	209612876	209612912	37	+	ENSG00000008118
1	209613040	209613938	899	+	ENSG00000008118
1	209614870	209615270	401	-	ENSG00000196878
1	209675997	209676388	392	+	ENSG00000123689
1	209734522	209734950	429	+	ENSG00000117594
1	209778120	209778173	54	+	ENSG00000009790
1	209779315	209779656	342	+	ENSG00000009790
1	209781383	209781458	76	+	ENSG00000009790
1	209782056	209782320	265	+	ENSG00000009790
1	209779208	209782824	3617	-	ENSG00000162757
1	209785623	209788644	3022	-	ENSG00000117595
1	209789667	209789785	119	-	ENSG00000117595
1	209790495	209790887	393	-	ENSG00000117595
1	209792269	209792427	159	-	ENSG00000117595
1	209793134	209793151	18	-	ENSG00000117595
1	209842484	209844632	2149	+	ENSG00000117597
1	209851448	209857565	6118	+	ENSG00000117597
1	210013712	210013797	86	+	ENSG00000143469
1	210021039	210021254	216	+	ENSG00000143469
1	210094322	210094593	272	+	ENSG00000143469
1	210100012	210100461	450	+	ENSG00000143469
1	210155721	210155910	190	+	ENSG00000143469
1	210159421	210159477	57	+	ENSG00000143469
1	210160729	210171389	10661	+	ENSG00000143469
1	210242338	210246255	3918	+	ENSG00000082497
1	210588211	210590542	2332	+	ENSG00000054392
1	210674380	210676296	1917	+	ENSG00000054392
1	210676823	210677380	558	-	ENSG00000143473
1	210678314	210684138	5825	-	ENSG00000143473
1	210775348	210775544	197	-	ENSG00000143473
1	210797508	210797760	253	-	ENSG00000143473
1	210803967	210804133	167	-	ENSG00000143473
1	210858125	210861143	3019	-	ENSG00000284299
1	211271536	211271874	339	+	ENSG00000117625
1	211274210	211274262	53	+	ENSG00000117625
1	211276257	211276418	162	+	ENSG00000117625
1	211278117	211278241	125	+	ENSG00000117625
1	211279238	211279276	39	+	ENSG00000117625
1	211295690	211295753	64	+	ENSG00000117625
1	211304083	211304140	58	+	ENSG00000117625
1	211312378	211312487	110	+	ENSG00000117625
1	211312720	211312819	100	+	ENSG00000117625
1	211312995	211313298	304	+	ENSG00000117625
1	211313660	211316385	2726	+	ENSG00000117625
1	211372703	211374946	2244	+	ENSG00000082512
1	211476522	211479035	2514	-	ENSG00000198570
1	211571568	211575387	3820	-	ENSG00000170385
1	211662772	211663425	654	-	ENSG00000117650
1	211666430	211667061	632	-	ENSG00000117650
1	211743457	211749898	6442	-	ENSG00000123684
1	211940399	211942111	1713	-	ENSG00000143493
1	211944784	211944969	186	-	ENSG00000143493
1	211946607	211946705	99	-	ENSG00000143493
1	211952569	211952701	133	-	ENSG00000143493
1	211966430	211966498	69	-	ENSG00000143493
1	211967878	211967981	104	-	ENSG00000143493
1	211968513	211968707	195	-	ENSG00000143493
1	211975166	211975372	207	-	ENSG00000143493
1	211976582	211976719	138	-	ENSG00000143493
1	211978272	211978511	240	-	ENSG00000143493
1	211981093	211981190	98	-	ENSG00000143493
1	211982676	211982810	135	-	ENSG00000143493
1	211987886	211988003	118	-	ENSG00000143493
1	212006639	212006761	123	-	ENSG00000143493
1	212007250	212007449	200	-	ENSG00000143493
1	212011375	212011421	47	-	ENSG00000143493
1	212016886	212017023	138	-	ENSG00000143493
1	212020122	212020268	147	-	ENSG00000143493
1	212021083	212021212	130	-	ENSG00000143493
1	212030737	212030905	169	-	ENSG00000143493
1	212102941	212105006	2066	+	ENSG00000143476
1	212360771	212361863	1093	+	ENSG00000066027
1	212363931	212365214	1284	-	ENSG00000065600
1	212446007	212446379	373	+	ENSG00000117691
1	212619106	212620777	1672	+	ENSG00000162772
1	212626663	212626778	116	+	ENSG00000162771
1	212686418	212686790	373	-	ENSG00000123685
1	212726153	212727141	989	-	ENSG00000117697
1	212736956	212738407	1452	-	ENSG00000117697
1	212738483	212738686	204	-	ENSG00000117697
1	212739534	212739543	10	-	ENSG00000117697
1	212797227	212797682	456	+	ENSG00000203705
1	212802714	212802763	50	+	ENSG00000203705
1	212804320	212804504	185	+	ENSG00000203705
1	212804596	212804651	56	+	ENSG00000203705
1	212807736	212807848	113	+	ENSG00000203705
1	212812248	212812328	81	+	ENSG00000203705
1	212815013	212816626	1614	+	ENSG00000203705
1	212830141	212830241	101	-	ENSG00000185523
1	212895291	212899363	4073	+	ENSG00000162769
1	212967127	212969249	2123	+	ENSG00000143494
1	212988585	212991585	3001	+	ENSG00000143494
1	212992182	212995040	2859	-	ENSG00000174606
1	213272635	213274773	2139	+	ENSG00000136643
1	214035835	214041502	5668	+	ENSG00000117707
1	214336726	214337131	406	+	ENSG00000143499
1	214348696	214358050	9355	-	ENSG00000152104
1	214364512	214364675	164	-	ENSG00000152104
1	214369457	214369691	235	-	ENSG00000152104
1	214372711	214372839	129	-	ENSG00000152104
1	214376219	214376437	219	-	ENSG00000152104
1	214377959	214378102	144	-	ENSG00000152104
1	214383311	214384788	1478	-	ENSG00000152104
1	214386844	214386922	79	-	ENSG00000152104
1	214390988	214391045	58	-	ENSG00000152104
1	214393695	214393777	83	-	ENSG00000152104
1	214394899	214394986	88	-	ENSG00000152104
1	214397913	214397946	34	-	ENSG00000152104
1	214663795	214664588	794	+	ENSG00000117724
1	215169313	215169359	47	+	ENSG00000082482
1	215171997	215172183	187	+	ENSG00000082482
1	215194953	215195092	140	+	ENSG00000082482
1	215234828	215237093	2266	+	ENSG00000082482
1	215581069	215581179	111	+	ENSG00000136636
1	215618137	215618154	18	+	ENSG00000136636
1	215618886	215618951	66	+	ENSG00000136636
1	215620619	215621807	1189	+	ENSG00000136636
1	215622894	215625780	2887	-	ENSG00000042781
1	216173946	216175237	1292	-	ENSG00000042781
1	216503246	216506938	3693	-	ENSG00000196482
1	216567988	216568098	111	-	ENSG00000196482
1	216701425	216701436	12	-	ENSG00000196482
1	217426992	217431144	4153	-	ENSG00000092978
1	217608184	217610159	1976	-	ENSG00000092978
1	217665282	217665464	183	+	ENSG00000162814
1	217669033	217669083	51	+	ENSG00000162814
1	217683258	217683361	104	+	ENSG00000162814
1	217741979	217742098	120	+	ENSG00000162814
1	217774334	217774424	91	+	ENSG00000162814
1	217862855	217862856	2	+	ENSG00000162814
1	217867022	217871696	4675	+	ENSG00000162814
1	218331092	218337983	6892	+	ENSG00000067533
1	218441363	218444619	3257	+	ENSG00000092969
1	219211729	219212865	1137	+	ENSG00000143353
1	219608347	219609644	1298	-	ENSG00000215817
1	219913506	219915948	2443	-	ENSG00000196660
1	219918255	219918494	240	-	ENSG00000196660
1	219927028	219927111	84	-	ENSG00000196660
1	219968601	219968805	205	-	ENSG00000136628
1	220001201	220001255	55	-	ENSG00000136628
1	220005248	220005360	113	-	ENSG00000136628
1	220010946	220011056	111	-	ENSG00000136628
1	220018995	220019079	85	-	ENSG00000136628
1	220022347	220022518	172	-	ENSG00000136628
1	220024264	220024456	193	-	ENSG00000136628
1	220025132	220025201	70	-	ENSG00000136628
1	220057482	220058843	1362	-	ENSG00000162813
1	220147636	220148041	406	+	ENSG00000067704
1	220148293	220151250	2958	-	ENSG00000118873
1	220205907	220206006	100	-	ENSG00000118873
1	220210388	220210489	102	-	ENSG00000118873
1	220210801	220210855	55	-	ENSG00000118873
1	220662167	220664461	2295	+	ENSG00000116141
1	220696732	220699157	2426	+	ENSG00000162817
1	220754381	220754432	52	+	ENSG00000117791
1	220754947	220755060	114	+	ENSG00000117791
1	220780084	220780149	66	+	ENSG00000117791
1	220781902	220781932	31	+	ENSG00000117791
1	220783919	220784815	897	+	ENSG00000117791
1	220798206	220798275	70	+	ENSG00000186205
1	220798832	220798905	74	+	ENSG00000186205
1	220808893	220808976	84	+	ENSG00000186205
1	220813419	220819657	6239	+	ENSG00000186205
1	220884705	220885059	355	+	ENSG00000136630
1	221701424	221702677	1254	-	ENSG00000143507
1	221706095	221706238	144	-	ENSG00000143507
1	222522260	222522600	341	-	ENSG00000143512
1	222557902	222558268	367	-	ENSG00000143498
1	222558308	222558659	352	-	ENSG00000143498
1	222664939	222665221	283	+	ENSG00000154305
1	222665620	222668012	2393	+	ENSG00000154305
1	222668013	222669892	1880	-	ENSG00000186063
1	222732656	222735196	2541	+	ENSG00000162819
1	222749083	222749562	480	+	ENSG00000197520
1	222749921	222750805	885	+	ENSG00000197520
1	223005973	223005995	23	+	ENSG00000154309
1	223109406	223110454	1049	-	ENSG00000187554
1	223220819	223222191	1373	-	ENSG00000143502
1	223234915	223234951	37	-	ENSG00000143502
1	223395348	223395470	123	+	ENSG00000178395
1	223538007	223538139	133	-	ENSG00000203697
1	223538399	223538491	93	-	ENSG00000203697
1	223539420	223539495	76	-	ENSG00000203697
1	223541609	223541835	227	-	ENSG00000203697
1	223616898	223618270	1373	-	ENSG00000203697
1	223620196	223620266	71	-	ENSG00000203697
1	223622622	223622810	189	-	ENSG00000203697
1	223622815	223622900	86	-	ENSG00000203697
1	223625805	223625888	84	-	ENSG00000203697
1	223626989	223627157	169	-	ENSG00000203697
1	223628009	223628142	134	-	ENSG00000203697
1	223628662	223628780	119	-	ENSG00000203697
1	223642683	223642786	104	-	ENSG00000203697
1	223774858	223776018	1161	+	ENSG00000162909
1	223779899	223780894	996	-	ENSG00000143514
1	223784115	223784314	200	-	ENSG00000143514
1	223789008	223789174	167	-	ENSG00000143514
1	223792389	223792522	134	-	ENSG00000143514
1	223793303	223793440	138	-	ENSG00000143514
1	223795815	223796572	758	-	ENSG00000143514
1	223810464	223810510	47	-	ENSG00000143514
1	224153146	224153337	192	+	ENSG00000143756
1	224157352	224162047	4696	+	ENSG00000143756
1	224192479	224193441	963	+	ENSG00000143753
1	224227334	224227670	337	-	ENSG00000143748
1	224231226	224231296	71	-	ENSG00000143748
1	224232089	224232126	38	-	ENSG00000143748
1	224289682	224289733	52	-	ENSG00000143748
1	224294267	224294411	145	-	ENSG00000143748
1	224296501	224296618	118	-	ENSG00000143748
1	224300562	224300655	94	-	ENSG00000143748
1	224305084	224305166	83	-	ENSG00000143748
1	224311800	224311857	58	-	ENSG00000143748
1	224313050	224313155	106	-	ENSG00000143748
1	224317694	224317793	100	-	ENSG00000143748
1	224317878	224317894	17	-	ENSG00000143748
1	224375823	224379452	3630	+	ENSG00000143771
1	224385143	224389860	4718	-	ENSG00000162923
1	224393828	224394013	186	-	ENSG00000162923
1	224398097	224398226	130	-	ENSG00000162923
1	224398515	224398593	79	-	ENSG00000162923
1	224398889	224399034	146	-	ENSG00000162923
1	224400950	224401069	120	-	ENSG00000162923
1	224402004	224402109	106	-	ENSG00000162923
1	224404430	224404570	141	-	ENSG00000162923
1	224411427	224411565	139	-	ENSG00000162923
1	224413253	224413335	83	-	ENSG00000162923
1	224418260	224418416	157	-	ENSG00000162923
1	224419518	224419615	98	-	ENSG00000162923
1	224424518	224424647	130	-	ENSG00000162923
1	224739357	224740549	1193	+	ENSG00000143786
1	224967716	224967924	209	+	ENSG00000185842
1	225023870	225024604	735	+	ENSG00000185842
1	225118169	225118203	35	+	ENSG00000185842
1	225144412	225144628	217	+	ENSG00000185842
1	225145326	225145379	54	+	ENSG00000185842
1	225358510	225358652	143	+	ENSG00000185842
1	225360681	225360891	211	+	ENSG00000185842
1	225364792	225364894	103	+	ENSG00000185842
1	225367805	225367876	72	+	ENSG00000185842
1	225374688	225374885	198	+	ENSG00000185842
1	225377237	225377436	200	+	ENSG00000185842
1	225380159	225380322	164	+	ENSG00000185842
1	225381383	225381579	197	+	ENSG00000185842
1	225388379	225388491	113	+	ENSG00000185842
1	225389734	225389873	140	+	ENSG00000185842
1	225392291	225392451	161	+	ENSG00000185842
1	225395723	225398064	2342	+	ENSG00000185842
1	225399270	225399292	23	+	ENSG00000185842
1	225401502	225403302	1801	-	ENSG00000143815
1	225486835	225497774	10940	-	ENSG00000154380
1	225519044	225519123	80	-	ENSG00000154380
1	225786970	225786985	16	+	ENSG00000143742
1	225789094	225789141	48	+	ENSG00000143742
1	225789240	225790466	1227	+	ENSG00000143742
1	225845348	225845563	216	+	ENSG00000143819
1	225845536	225846932	1397	-	ENSG00000196187
1	225847034	225847039	6	-	ENSG00000196187
1	225860724	225860855	132	-	ENSG00000196187
1	225886282	225886726	445	-	ENSG00000243709
1	225886696	225887072	377	-	ENSG00000255835
1	225919877	225920454	578	-	ENSG00000143811
1	225936598	225937440	843	-	ENSG00000143768
1	225982702	225985301	2600	-	ENSG00000143751
1	226065900	226067269	1370	+	ENSG00000163041
1	226071480	226072001	522	+	ENSG00000163041
1	226144679	226146609	1931	-	ENSG00000182827
1	226225813	226227054	1242	+	ENSG00000185155
1	226231149	226232500	1352	-	ENSG00000183814
1	226232713	226233091	379	-	ENSG00000183814
1	226360691	226361459	769	-	ENSG00000143799
1	226392258	226392314	57	-	ENSG00000143799
1	226392917	226392939	23	-	ENSG00000143799
1	226401983	226402031	49	-	ENSG00000143799
1	226602041	226609214	7174	+	ENSG00000203685
1	226631690	226634670	2981	-	ENSG00000143772
1	226707190	226707912	723	-	ENSG00000143772
1	226895580	226896105	526	+	ENSG00000143801
1	226986738	226987545	808	+	ENSG00000163050
1	226989865	226994267	4403	-	ENSG00000143776
1	227004055	227004916	862	-	ENSG00000143776
1	227655829	227662462	6634	+	ENSG00000181450
1	227677184	227677443	260	+	ENSG00000181450
1	227731189	227732391	1203	-	ENSG00000081692
1	227759491	227759652	162	+	ENSG00000143740
1	227770646	227770744	99	+	ENSG00000143740
1	227775882	227776970	1089	+	ENSG00000143740
1	227780674	227781231	558	+	ENSG00000143740
1	227846209	227846470	262	+	ENSG00000185888
1	227918656	227921517	2862	-	ENSG00000143816
1	228059466	228061260	1795	+	ENSG00000154342
1	228098014	228099212	1199	+	ENSG00000143761
1	228100731	228101130	400	-	ENSG00000143793
1	228106679	228106759	81	-	ENSG00000162910
1	228148698	228148984	287	+	ENSG00000143774
1	228159079	228159826	748	+	ENSG00000198835
1	228175514	228182257	6744	+	ENSG00000181873
1	228283799	228284204	406	+	ENSG00000154358
1	228356328	228356344	17	+	ENSG00000154358
1	228359597	228361250	1654	+	ENSG00000154358
1	228378796	228378874	79	+	ENSG00000154358
1	228393673	228394704	1032	-	ENSG00000154370
1	228395534	228397033	1500	-	ENSG00000154370
1	228407940	228408200	261	-	ENSG00000162931
1	228408700	228409022	323	-	ENSG00000162931
1	228424845	228424914	70	-	ENSG00000168148
1	228456979	228457424	446	-	ENSG00000181218
1	228458511	228460470	1960	+	ENSG00000196890
1	228493886	228495766	1881	+	ENSG00000168159
1	228743741	228746669	2929	+	ENSG00000116574
1	229250106	229251810	1705	+	ENSG00000177800
1	229302978	229302989	12	+	ENSG00000168118
1	229303806	229305894	2089	+	ENSG00000168118
1	229305327	229305504	178	+	ENSG00000213029
1	229321005	229325234	4230	-	ENSG00000154429
1	229431245	229431498	254	-	ENSG00000143632
1	229440260	229441903	1644	-	ENSG00000069248
1	229516582	229518178	1597	-	ENSG00000135776
1	229593111	229594296	1186	-	ENSG00000135801
1	229599194	229602188	2995	-	ENSG00000135801
1	229614157	229614227	71	-	ENSG00000135801
1	229659298	229660199	902	+	ENSG00000135763
1	230279459	230282124	2666	+	ENSG00000143641
1	230314482	230323424	8943	-	ENSG00000177614
1	230661400	230661557	158	+	ENSG00000135775
1	230663141	230663221	81	+	ENSG00000135775
1	230664484	230664587	104	+	ENSG00000135775
1	230668676	230668784	109	+	ENSG00000135775
1	230669356	230669535	180	+	ENSG00000135775
1	230671516	230671640	125	+	ENSG00000135775
1	230674998	230675124	127	+	ENSG00000135775
1	230678913	230679052	140	+	ENSG00000135775
1	230683574	230683635	62	+	ENSG00000135775
1	230685085	230685236	152	+	ENSG00000135775
1	230686935	230687132	198	+	ENSG00000135775
1	230688071	230688143	73	+	ENSG00000135775
1	230688420	230688562	143	+	ENSG00000135775
1	230690014	230690153	140	+	ENSG00000135775
1	230691384	230691564	181	+	ENSG00000135775
1	230693292	230693982	691	+	ENSG00000135775
1	230702523	230703140	618	-	ENSG00000135744
1	230801597	230802003	407	+	ENSG00000135773
1	230837119	230839851	2733	-	ENSG00000119280
1	230906243	230906904	662	-	ENSG00000143643
1	230920303	230920422	120	-	ENSG00000143643
1	230931418	230931472	55	-	ENSG00000143643
1	230931736	230931877	142	-	ENSG00000143643
1	230933779	230933830	52	-	ENSG00000143643
1	230940509	230940556	48	-	ENSG00000143643
1	230943806	230943898	93	-	ENSG00000143643
1	230945389	230945454	66	-	ENSG00000143643
1	230954333	230954403	71	-	ENSG00000143643
1	230956421	230956549	129	-	ENSG00000143643
1	230997264	230997267	4	+	ENSG00000173409
1	230999623	230999867	245	+	ENSG00000173409
1	231000138	231000595	458	+	ENSG00000173409
1	231018958	231019862	905	-	ENSG00000182118
1	231184098	231185013	916	-	ENSG00000235710
1	231215441	231221556	6116	+	ENSG00000119283
1	231223763	231225466	1704	-	ENSG00000143633
1	231260560	231260683	124	+	ENSG00000116906
1	231262723	231262852	130	+	ENSG00000116906
1	231265293	231265420	128	+	ENSG00000116906
1	231265712	231265787	76	+	ENSG00000116906
1	231266014	231266165	152	+	ENSG00000116906
1	231266277	231266407	131	+	ENSG00000116906
1	231267680	231267903	224	+	ENSG00000116906
1	231270758	231271000	243	+	ENSG00000116906
1	231272312	231272391	80	+	ENSG00000116906
1	231273922	231274062	141	+	ENSG00000116906
1	231275221	231275320	100	+	ENSG00000116906
1	231275405	231275498	94	+	ENSG00000116906
1	231276135	231276196	62	+	ENSG00000116906
1	231277499	231277973	475	+	ENSG00000116906
1	231332753	231335567	2815	-	ENSG00000116903
1	231351607	231353132	1526	+	ENSG00000010072
1	231353362	231355023	1662	+	ENSG00000010072
1	231363751	231366410	2660	-	ENSG00000135766
1	231561130	231561255	126	+	ENSG00000270106
1	231616694	231616906	213	+	ENSG00000270106
1	231617953	231618059	107	+	ENSG00000270106
1	231693826	231694805	980	+	ENSG00000270106
1	231701955	231702024	70	+	ENSG00000270106
1	231749926	231750619	694	+	ENSG00000270106
1	231767140	231767269	130	+	ENSG00000270106
1	231770835	231771070	236	+	ENSG00000270106
1	231795242	231795296	55	+	ENSG00000270106
1	231800108	231800210	103	+	ENSG00000270106
1	231818329	231819244	916	+	ENSG00000270106
1	231564906	231566524	1619	+	ENSG00000116918
1	231693898	231694805	908	+	ENSG00000162946
1	231701955	231702024	70	+	ENSG00000162946
1	231722602	231724074	1473	+	ENSG00000162946
1	231749926	231750076	151	+	ENSG00000162946
1	231767140	231767269	130	+	ENSG00000162946
1	231770835	231771070	236	+	ENSG00000162946
1	231795242	231795296	55	+	ENSG00000162946
1	231800108	231800210	103	+	ENSG00000162946
1	231813307	231813381	75	+	ENSG00000162946
1	231818329	231819244	916	+	ENSG00000162946
1	231854739	231855380	642	+	ENSG00000162946
1	231866523	231866712	190	+	ENSG00000162946
1	231958828	231959503	676	+	ENSG00000162946
1	232008785	232009654	870	+	ENSG00000162946
1	232026435	232026552	118	+	ENSG00000162946
1	232036692	232041272	4581	+	ENSG00000162946
1	232397965	232399126	1162	-	ENSG00000116991
1	232808168	232808407	240	+	ENSG00000212916
1	232976525	232977528	1004	+	ENSG00000135778
1	232978232	232983882	5651	+	ENSG00000135778
1	232983435	232985953	2519	-	ENSG00000135749
1	232986092	232986540	449	-	ENSG00000135749
1	232998251	232998438	188	-	ENSG00000135749
1	232999105	232999379	275	-	ENSG00000135749
1	233000305	233000535	231	-	ENSG00000135749
1	233001537	233001681	145	-	ENSG00000135749
1	233014665	233014777	113	-	ENSG00000135749
1	233016921	233017098	178	-	ENSG00000135749
1	233065461	233065661	201	-	ENSG00000135749
1	233090162	233090190	29	-	ENSG00000135749
1	233095406	233095863	458	-	ENSG00000135749
1	233112845	233112939	95	-	ENSG00000135749
1	233134784	233134973	190	-	ENSG00000135749
1	233135013	233135190	178	-	ENSG00000135749
1	233139714	233139855	142	-	ENSG00000135749
1	233160283	233160433	151	-	ENSG00000135749
1	233161271	233161363	93	-	ENSG00000135749
1	233177802	233177898	97	-	ENSG00000135749
1	233179066	233179175	110	-	ENSG00000135749
1	233198939	233199030	92	-	ENSG00000135749
1	233200154	233200264	111	-	ENSG00000135749
1	233208518	233208689	172	-	ENSG00000135749
1	233217899	233217931	33	-	ENSG00000135749
1	233218031	233218178	148	-	ENSG00000135749
1	233372199	233374134	1936	+	ENSG00000143674
1	233382712	233385148	2437	+	ENSG00000143674
1	233671531	233672512	982	+	ENSG00000135750
1	234323244	234324516	1273	+	ENSG00000183780
1	234383819	234384049	231	+	ENSG00000168275
1	234391313	234391576	264	-	ENSG00000059588
1	234604269	234607136	2868	-	ENSG00000168264
1	235109336	235112063	2728	-	ENSG00000173726
1	235131183	235131712	530	-	ENSG00000188739
1	235135649	235135770	122	-	ENSG00000188739
1	235136034	235136073	40	-	ENSG00000188739
1	235137877	235137940	64	-	ENSG00000188739
1	235138091	235138174	84	-	ENSG00000188739
1	235148404	235148447	44	-	ENSG00000188739
1	235152706	235152765	60	-	ENSG00000188739
1	235154881	235155088	208	-	ENSG00000188739
1	235131634	235131997	364	-	ENSG00000054267
1	235135652	235135770	119	-	ENSG00000054267
1	235136034	235136073	40	-	ENSG00000054267
1	235137877	235137940	64	-	ENSG00000054267
1	235138091	235138174	84	-	ENSG00000054267
1	235148404	235148447	44	-	ENSG00000054267
1	235152706	235152765	60	-	ENSG00000054267
1	235154881	235155112	232	-	ENSG00000054267
1	235160511	235160647	137	-	ENSG00000054267
1	235160893	235161067	175	-	ENSG00000054267
1	235161174	235161228	55	-	ENSG00000054267
1	235166895	235168652	1758	-	ENSG00000054267
1	235172618	235172764	147	-	ENSG00000054267
1	235175184	235175399	216	-	ENSG00000054267
1	235176748	235176889	142	-	ENSG00000054267
1	235342773	235344532	1760	+	ENSG00000152904
1	235363042	235363128	87	+	ENSG00000285053
1	235367102	235367504	403	+	ENSG00000285053
1	235380019	235380149	131	+	ENSG00000285053
1	235401503	235401587	85	+	ENSG00000285053
1	235414433	235414618	186	+	ENSG00000285053
1	235419417	235419561	145	+	ENSG00000285053
1	235427140	235427239	100	+	ENSG00000285053
1	235430705	235430804	100	+	ENSG00000285053
1	235432946	235433171	226	+	ENSG00000285053
1	235434204	235434280	77	+	ENSG00000285053
1	235435745	235435840	96	+	ENSG00000285053
1	235436386	235436450	65	+	ENSG00000285053
1	235436544	235436608	65	+	ENSG00000285053
1	235437322	235437474	153	+	ENSG00000285053
1	235438769	235438922	154	+	ENSG00000285053
1	235441814	235441882	69	+	ENSG00000285053
1	235442852	235442911	60	+	ENSG00000285053
1	235448349	235448440	92	+	ENSG00000285053
1	235448670	235448952	283	+	ENSG00000285053
1	235413920	235413997	78	+	ENSG00000284770
1	235414433	235414618	186	+	ENSG00000284770
1	235419417	235419561	145	+	ENSG00000284770
1	235427140	235427239	100	+	ENSG00000284770
1	235430705	235430804	100	+	ENSG00000284770
1	235432946	235433171	226	+	ENSG00000284770
1	235434204	235434280	77	+	ENSG00000284770
1	235435745	235436608	864	+	ENSG00000284770
1	235437322	235437474	153	+	ENSG00000284770
1	235438769	235438926	158	+	ENSG00000284770
1	235441814	235441882	69	+	ENSG00000284770
1	235442852	235442973	122	+	ENSG00000284770
1	235448349	235448440	92	+	ENSG00000284770
1	235448513	235448617	105	+	ENSG00000284770
1	235448670	235452443	3774	+	ENSG00000284770
1	235449923	235450205	283	-	ENSG00000162885
1	235463458	235465714	2257	-	ENSG00000162885
1	235470850	235470960	111	-	ENSG00000162885
1	235480054	235480149	96	-	ENSG00000162885
1	235484322	235484496	175	-	ENSG00000162885
1	235547687	235552108	4422	-	ENSG00000168243
1	235661041	235663078	2038	-	ENSG00000143669
1	235663984	235664055	72	-	ENSG00000143669
1	235664465	235664621	157	-	ENSG00000143669
1	235677091	235677188	98	-	ENSG00000143669
1	235677480	235677619	140	-	ENSG00000143669
1	235686949	235687047	99	-	ENSG00000143669
1	235693350	235693486	137	-	ENSG00000143669
1	235697083	235697272	190	-	ENSG00000143669
1	235702747	235702977	231	-	ENSG00000143669
1	235709091	235709308	218	-	ENSG00000143669
1	235712057	235712197	141	-	ENSG00000143669
1	235715201	235715357	157	-	ENSG00000143669
1	235716712	235716778	67	-	ENSG00000143669
1	235720661	235720905	245	-	ENSG00000143669
1	235724028	235724180	153	-	ENSG00000143669
1	235728076	235728131	56	-	ENSG00000143669
1	235729596	235729657	62	-	ENSG00000143669
1	235730847	235730943	97	-	ENSG00000143669
1	235731032	235731177	146	-	ENSG00000143669
1	235733503	235733691	189	-	ENSG00000143669
1	235733830	235733906	77	-	ENSG00000143669
1	235734483	235734659	177	-	ENSG00000143669
1	235741422	235741628	207	-	ENSG00000143669
1	235743979	235744157	179	-	ENSG00000143669
1	235746336	235746527	192	-	ENSG00000143669
1	235751210	235751362	153	-	ENSG00000143669
1	235752005	235752171	167	-	ENSG00000143669
1	235753044	235753274	231	-	ENSG00000143669
1	235755478	235755647	170	-	ENSG00000143669
1	235757281	235757458	178	-	ENSG00000143669
1	235758972	235759599	628	-	ENSG00000143669
1	235762720	235762851	132	-	ENSG00000143669
1	235766079	235766277	199	-	ENSG00000143669
1	235770160	235770297	138	-	ENSG00000143669
1	235773842	235773991	150	-	ENSG00000143669
1	235774913	235775086	174	-	ENSG00000143669
1	235777063	235777308	246	-	ENSG00000143669
1	235780865	235781055	191	-	ENSG00000143669
1	235781927	235782087	161	-	ENSG00000143669
