length_3utr	gene_id
2394	ENSG00000106993
535	ENSG00000107014
282	ENSG00000107018
266	ENSG00000107020
2553	ENSG00000107021
3892	ENSG00000107036
5326	ENSG00000107077
6413	ENSG00000107099
1418	ENSG00000107104
2453	ENSG00000107105
4332	ENSG00000107130
290	ENSG00000107140
6728	ENSG00000107147
265	ENSG00000107159
1330	ENSG00000107164
1108	ENSG00000107165
278	ENSG00000107175
5701	ENSG00000107185
3844	ENSG00000107186
1075	ENSG00000107187
1417	ENSG00000107201
718	ENSG00000107223
1343	ENSG00000107242
4352	ENSG00000107249
3459	ENSG00000107262
2727	ENSG00000107263
486	ENSG00000107281
3797	ENSG00000107282
2883	ENSG00000107290
1386	ENSG00000107295
183	ENSG00000107317
5766	ENSG00000107331
687	ENSG00000107338
3167	ENSG00000107341
1764	ENSG00000107362
1674	ENSG00000107371
4528	ENSG00000107372
997	ENSG00000107404
353	ENSG00000107438
2629	ENSG00000107443
340	ENSG00000107447
1180	ENSG00000107485
5630	ENSG00000107518
1750	ENSG00000107521
505	ENSG00000107537
3381	ENSG00000107551
1574	ENSG00000107554
4082	ENSG00000107560
4735	ENSG00000107562
2037	ENSG00000107566
2369	ENSG00000107581
2404	ENSG00000107593
2136	ENSG00000107611
8495	ENSG00000107614
1091	ENSG00000107625
4547	ENSG00000107643
4415	ENSG00000107651
3259	ENSG00000107669
428	ENSG00000107672
13019	ENSG00000107679
1716	ENSG00000107719
3587	ENSG00000107731
10084	ENSG00000107736
3694	ENSG00000107738
4447	ENSG00000107742
1207	ENSG00000107745
2634	ENSG00000107758
5357	ENSG00000107771
9119	ENSG00000107779
1275	ENSG00000107789
149	ENSG00000107796
1259	ENSG00000107798
1118	ENSG00000107807
1691	ENSG00000107815
668	ENSG00000107816
1866	ENSG00000107819
672	ENSG00000107821
625	ENSG00000107829
898	ENSG00000107831
317	ENSG00000107833
2277	ENSG00000107854
328	ENSG00000107859
563	ENSG00000107862
2978	ENSG00000107863
5520	ENSG00000107864
143	ENSG00000107872
181	ENSG00000107874
4852	ENSG00000107882
1595	ENSG00000107890
3568	ENSG00000107897
1041	ENSG00000107902
6357	ENSG00000107929
2709	ENSG00000107937
3718	ENSG00000107938
2177	ENSG00000107949
4050	ENSG00000107951
2180	ENSG00000107954
7789	ENSG00000107957
755	ENSG00000107959
142	ENSG00000107960
1141	ENSG00000107968
850	ENSG00000107984
2660	ENSG00000108001
3695	ENSG00000108010
3885	ENSG00000108018
708	ENSG00000108021
418	ENSG00000108039
334	ENSG00000108055
1849	ENSG00000108061
4152	ENSG00000108064
4154	ENSG00000108091
3681	ENSG00000108094
3499	ENSG00000108100
1765	ENSG00000108106
4823	ENSG00000108107
3779	ENSG00000108175
1700	ENSG00000108176
1818	ENSG00000108179
1695	ENSG00000108187
15147	ENSG00000108219
5465	ENSG00000108231
2834	ENSG00000108239
746	ENSG00000108242
1117	ENSG00000108244
414	ENSG00000108255
8703	ENSG00000108256
1569	ENSG00000108262
79	ENSG00000108298
9097	ENSG00000108306
799	ENSG00000108309
2784	ENSG00000108312
1140	ENSG00000108342
1551	ENSG00000108344
2341	ENSG00000108349
1868	ENSG00000108352
938	ENSG00000108370
2626	ENSG00000108375
2124	ENSG00000108379
4608	ENSG00000108381
4176	ENSG00000108384
1413	ENSG00000108387
3059	ENSG00000108389
4141	ENSG00000108395
1923	ENSG00000108405
1718	ENSG00000108406
125	ENSG00000108417
1755	ENSG00000108423
3101	ENSG00000108424
9913	ENSG00000108433
4174	ENSG00000108439
5838	ENSG00000108443
658	ENSG00000108448
1863	ENSG00000108465
1459	ENSG00000108468
3195	ENSG00000108469
2418	ENSG00000108474
1209	ENSG00000108479
6625	ENSG00000108506
3933	ENSG00000108509
3949	ENSG00000108510
662	ENSG00000108511
1153	ENSG00000108515
248	ENSG00000108518
576	ENSG00000108523
611	ENSG00000108528
1091	ENSG00000108551
962	ENSG00000108556
1492	ENSG00000108557
865	ENSG00000108559
238	ENSG00000108561
4454	ENSG00000108576
1993	ENSG00000108578
5738	ENSG00000108582
6204	ENSG00000108587
1729	ENSG00000108588
1319	ENSG00000108590
2569	ENSG00000108591
1087	ENSG00000108592
3886	ENSG00000108599
308	ENSG00000108602
1607	ENSG00000108604
583	ENSG00000108622
2030	ENSG00000108639
1726	ENSG00000108641
2653	ENSG00000108651
2503	ENSG00000108654
4103	ENSG00000108666
2713	ENSG00000108669
2975	ENSG00000108671
2378	ENSG00000108679
878	ENSG00000108684
547	ENSG00000108688
849	ENSG00000108691
495	ENSG00000108700
231	ENSG00000108702
987	ENSG00000108733
299	ENSG00000108759
628	ENSG00000108771
2169	ENSG00000108773
914	ENSG00000108774
1335	ENSG00000108784
718	ENSG00000108786
1636	ENSG00000108788
2820	ENSG00000108797
839	ENSG00000108798
4008	ENSG00000108799
1609	ENSG00000108813
1596	ENSG00000108819
2213	ENSG00000108821
1618	ENSG00000108823
491	ENSG00000108825
2130	ENSG00000108826
1660	ENSG00000108828
3171	ENSG00000108829
3356	ENSG00000108830
313	ENSG00000108839
1630	ENSG00000108840
5739	ENSG00000108846
6995	ENSG00000108848
278	ENSG00000108849
2450	ENSG00000108852
5707	ENSG00000108854
4193	ENSG00000108861
526	ENSG00000108878
2270	ENSG00000108883
4580	ENSG00000108924
2070	ENSG00000108932
4211	ENSG00000108946
1802	ENSG00000108947
3759	ENSG00000108950
1383	ENSG00000108953
1721	ENSG00000108960
531	ENSG00000108961
2543	ENSG00000108963
12844	ENSG00000108984
1877	ENSG00000109016
5682	ENSG00000109046
1775	ENSG00000109047
109	ENSG00000109061
962	ENSG00000109062
126	ENSG00000109063
1702	ENSG00000109065
3092	ENSG00000109066
93	ENSG00000109072
2409	ENSG00000109079
679	ENSG00000109083
2072	ENSG00000109084
1726	ENSG00000109089
1577	ENSG00000109099
1460	ENSG00000109101
1096	ENSG00000109103
411	ENSG00000109107
1380	ENSG00000109111
1202	ENSG00000109113
6219	ENSG00000109118
1725	ENSG00000109132
7040	ENSG00000109133
10811	ENSG00000109158
1261	ENSG00000109163
4579	ENSG00000109171
1320	ENSG00000109180
317	ENSG00000109181
1301	ENSG00000109182
4990	ENSG00000109184
8090	ENSG00000109189
782	ENSG00000109193
887	ENSG00000109205
164	ENSG00000109208
306	ENSG00000109220
187	ENSG00000109255
842	ENSG00000109265
3658	ENSG00000109270
33	ENSG00000109272
708	ENSG00000109320
269	ENSG00000109321
4307	ENSG00000109323
3458	ENSG00000109332
19520	ENSG00000109339
2763	ENSG00000109381
556	ENSG00000109390
462	ENSG00000109424
1430	ENSG00000109436
1794	ENSG00000109445
10233	ENSG00000109452
5667	ENSG00000109458
2615	ENSG00000109466
282	ENSG00000109471
821	ENSG00000109472
559	ENSG00000109475
797	ENSG00000109501
256	ENSG00000109511
1956	ENSG00000109519
309	ENSG00000109534
656	ENSG00000109536
3676	ENSG00000109572
706	ENSG00000109576
2690	ENSG00000109586
449	ENSG00000109606
598	ENSG00000109610
5221	ENSG00000109618
2154	ENSG00000109625
5152	ENSG00000109654
173	ENSG00000109667
2450	ENSG00000109670
1757	ENSG00000109674
404	ENSG00000109680
4412	ENSG00000109684
14903	ENSG00000109685
1994	ENSG00000109686
2998	ENSG00000109689
1163	ENSG00000109705
1349	ENSG00000109736
2257	ENSG00000109738
1691	ENSG00000109743
2190	ENSG00000109756
76	ENSG00000109758
1946	ENSG00000109762
3301	ENSG00000109771
2033	ENSG00000109775
4647	ENSG00000109787
2620	ENSG00000109790
1170	ENSG00000109794
3676	ENSG00000109805
1645	ENSG00000109814
7595	ENSG00000109819
8623	ENSG00000109832
620	ENSG00000109846
59	ENSG00000109851
853	ENSG00000109854
6036	ENSG00000109861
1686	ENSG00000109881
711	ENSG00000109906
17705	ENSG00000109911
5971	ENSG00000109917
1517	ENSG00000109919
905	ENSG00000109920
687	ENSG00000109927
1182	ENSG00000109929
1240	ENSG00000109943
1014	ENSG00000109944
2429	ENSG00000109956
245	ENSG00000109971
1287	ENSG00000109991
2297	ENSG00000110002
710	ENSG00000110011
3838	ENSG00000110013
942	ENSG00000110025
1714	ENSG00000110031
3678	ENSG00000110042
427	ENSG00000110046
2691	ENSG00000110047
2655	ENSG00000110048
630	ENSG00000110057
300	ENSG00000110060
136	ENSG00000110063
6370	ENSG00000110066
1528	ENSG00000110074
2944	ENSG00000110075
1022	ENSG00000110076
1533	ENSG00000110077
1743	ENSG00000110079
1344	ENSG00000110080
3229	ENSG00000110090
3433	ENSG00000110092
1258	ENSG00000110104
436	ENSG00000110107
1278	ENSG00000110108
1107	ENSG00000110148
162	ENSG00000110169
414	ENSG00000110171
2408	ENSG00000110172
146	ENSG00000110195
1427	ENSG00000110200
476	ENSG00000110203
1103	ENSG00000110218
1608	ENSG00000110237
761	ENSG00000110243
167	ENSG00000110244
188	ENSG00000110245
1100	ENSG00000110274
4414	ENSG00000110315
6265	ENSG00000110318
1313	ENSG00000110321
3515	ENSG00000110324
268	ENSG00000110328
564	ENSG00000110330
2771	ENSG00000110344
4455	ENSG00000110367
326	ENSG00000110375
8788	ENSG00000110395
3755	ENSG00000110400
3455	ENSG00000110422
6608	ENSG00000110427
6772	ENSG00000110429
950	ENSG00000110435
11058	ENSG00000110436
2344	ENSG00000110442
375	ENSG00000110446
1567	ENSG00000110448
422	ENSG00000110455
1044	ENSG00000110484
749	ENSG00000110492
1036	ENSG00000110497
1299	ENSG00000110514
939	ENSG00000110536
3561	ENSG00000110583
2675	ENSG00000110619
49	ENSG00000110628
642	ENSG00000110651
2722	ENSG00000110660
2305	ENSG00000110665
1582	ENSG00000110675
886	ENSG00000110680
7011	ENSG00000110693
1312	ENSG00000110696
265	ENSG00000110697
44	ENSG00000110700
178	ENSG00000110711
3429	ENSG00000110713
818	ENSG00000110717
777	ENSG00000110719
1362	ENSG00000110721
4106	ENSG00000110723
1868	ENSG00000110756
1982	ENSG00000110768
2009	ENSG00000110777
1006	ENSG00000110786
1034	ENSG00000110799
2188	ENSG00000110801
390	ENSG00000110811
6223	ENSG00000110841
757	ENSG00000110844
1439	ENSG00000110848
2567	ENSG00000110851
316	ENSG00000110852
510	ENSG00000110871
792	ENSG00000110876
2937	ENSG00000110880
2839	ENSG00000110881
2128	ENSG00000110887
6020	ENSG00000110888
5827	ENSG00000110900
5441	ENSG00000110906
6481	ENSG00000110911
5319	ENSG00000110917
2765	ENSG00000110921
2541	ENSG00000110925
3642	ENSG00000110931
708	ENSG00000110934
306	ENSG00000110944
144	ENSG00000110955
1136	ENSG00000110958
3759	ENSG00000110975
2881	ENSG00000110987
3358	ENSG00000111011
803	ENSG00000111012
514	ENSG00000111046
622	ENSG00000111049
6196	ENSG00000111052
525	ENSG00000111057
6436	ENSG00000111058
1065	ENSG00000111077
201	ENSG00000111087
4507	ENSG00000111110
2281	ENSG00000111142
1598	ENSG00000111144
2855	ENSG00000111145
991	ENSG00000111181
1120	ENSG00000111186
2911	ENSG00000111196
1535	ENSG00000111199
3476	ENSG00000111203
1407	ENSG00000111206
120	ENSG00000111215
791	ENSG00000111218
5555	ENSG00000111224
330	ENSG00000111229
550	ENSG00000111231
908	ENSG00000111237
311	ENSG00000111241
258	ENSG00000111245
2052	ENSG00000111247
2229	ENSG00000111249
3321	ENSG00000111252
231	ENSG00000111254
3971	ENSG00000111261
5390	ENSG00000111262
4025	ENSG00000111266
3110	ENSG00000111269
1197	ENSG00000111271
9384	ENSG00000111275
1344	ENSG00000111276
5958	ENSG00000111300
1588	ENSG00000111305
2111	ENSG00000111319
797	ENSG00000111321
1441	ENSG00000111325
765	ENSG00000111328
4302	ENSG00000111331
4448	ENSG00000111335
3926	ENSG00000111339
958	ENSG00000111341
1110	ENSG00000111344
505	ENSG00000111348
2865	ENSG00000111358
2565	ENSG00000111361
1896	ENSG00000111364
6309	ENSG00000111371
499	ENSG00000111404
1068	ENSG00000111405
7942	ENSG00000111412
4495	ENSG00000111424
1335	ENSG00000111432
956	ENSG00000111445
2747	ENSG00000111450
2636	ENSG00000111452
2291	ENSG00000111481
5244	ENSG00000111490
8578	ENSG00000111530
494	ENSG00000111536
585	ENSG00000111537
4745	ENSG00000111540
4928	ENSG00000111554
5668	ENSG00000111581
5853	ENSG00000111596
1343	ENSG00000111602
4991	ENSG00000111605
8948	ENSG00000111615
385	ENSG00000111639
204	ENSG00000111640
1187	ENSG00000111641
3173	ENSG00000111642
716	ENSG00000111644
1133	ENSG00000111647
1765	ENSG00000111652
1797	ENSG00000111653
905	ENSG00000111664
2380	ENSG00000111665
4374	ENSG00000111666
552	ENSG00000111667
565	ENSG00000111669
4581	ENSG00000111670
762	ENSG00000111671
1390	ENSG00000111674
541	ENSG00000111676
443	ENSG00000111678
871	ENSG00000111679
2702	ENSG00000111684
6789	ENSG00000111696
995	ENSG00000111700
719	ENSG00000111701
4046	ENSG00000111704
3598	ENSG00000111707
3217	ENSG00000111711
765	ENSG00000111713
200	ENSG00000111716
1588	ENSG00000111725
1124	ENSG00000111726
4338	ENSG00000111727
10447	ENSG00000111728
414	ENSG00000111729
1471	ENSG00000111731
2161	ENSG00000111732
2424	ENSG00000111737
3873	ENSG00000111752
205	ENSG00000111775
47	ENSG00000111780
2168	ENSG00000111783
4416	ENSG00000111785
747	ENSG00000111786
2126	ENSG00000111790
723	ENSG00000111796
2758	ENSG00000111799
1004	ENSG00000111801
811	ENSG00000111802
11265	ENSG00000111816
9524	ENSG00000111817
4574	ENSG00000111832
756	ENSG00000111834
2332	ENSG00000111837
463	ENSG00000111843
330	ENSG00000111845
2761	ENSG00000111846
3040	ENSG00000111850
7004	ENSG00000111859
4834	ENSG00000111860
1588	ENSG00000111863
1553	ENSG00000111875
2409	ENSG00000111877
1379	ENSG00000111879
2447	ENSG00000111880
2610	ENSG00000111885
150	ENSG00000111886
1690	ENSG00000111897
1330	ENSG00000111906
1581	ENSG00000111907
2568	ENSG00000111911
3365	ENSG00000111912
3437	ENSG00000111913
3890	ENSG00000111961
2874	ENSG00000111962
2364	ENSG00000111981
634	ENSG00000112029
2723	ENSG00000112031
2718	ENSG00000112033
2897	ENSG00000112038
758	ENSG00000112039
453	ENSG00000112041
1510	ENSG00000112053
5409	ENSG00000112062
736	ENSG00000112077
4570	ENSG00000112078
1892	ENSG00000112079
4363	ENSG00000112081
15354	ENSG00000112096
313	ENSG00000112110
1346	ENSG00000112115
250	ENSG00000112116
875	ENSG00000112118
5688	ENSG00000112130
7045	ENSG00000112137
7108	ENSG00000112139
3870	ENSG00000112144
3043	ENSG00000112146
1682	ENSG00000112149
1506	ENSG00000112159
1670	ENSG00000112164
1368	ENSG00000112167
1888	ENSG00000112175
5879	ENSG00000112182
2146	ENSG00000112183
2645	ENSG00000112186
2150	ENSG00000112195
10848	ENSG00000112200
5643	ENSG00000112208
3469	ENSG00000112210
358	ENSG00000112212
864	ENSG00000112214
4346	ENSG00000112218
1003	ENSG00000112232
5740	ENSG00000112234
3534	ENSG00000112237
2605	ENSG00000112238
3285	ENSG00000112242
3413	ENSG00000112245
5346	ENSG00000112246
7402	ENSG00000112249
1335	ENSG00000112273
4267	ENSG00000112276
3878	ENSG00000112280
1470	ENSG00000112282
703	ENSG00000112290
855	ENSG00000112293
3495	ENSG00000112294
3412	ENSG00000112297
1550	ENSG00000112299
1339	ENSG00000112303
3450	ENSG00000112304
1824	ENSG00000112305
22	ENSG00000112306
1276	ENSG00000112308
4984	ENSG00000112309
300	ENSG00000112312
3315	ENSG00000112319
3051	ENSG00000112320
1346	ENSG00000112333
1161	ENSG00000112335
715	ENSG00000112337
7338	ENSG00000112339
7539	ENSG00000112343
635	ENSG00000112357
3257	ENSG00000112365
559	ENSG00000112367
3537	ENSG00000112378
8177	ENSG00000112379
9262	ENSG00000112394
3697	ENSG00000112406
3401	ENSG00000112414
7683	ENSG00000112419
4843	ENSG00000112425
914	ENSG00000112462
626	ENSG00000112473
2341	ENSG00000112486
567	ENSG00000112494
1920	ENSG00000112499
942	ENSG00000112511
709	ENSG00000112514
1271	ENSG00000112530
15093	ENSG00000112531
381	ENSG00000112539
6088	ENSG00000112541
671	ENSG00000112559
1182	ENSG00000112561
2104	ENSG00000112562
1355	ENSG00000112576
940	ENSG00000112578
2314	ENSG00000112584
1158	ENSG00000112592
414	ENSG00000112599
1695	ENSG00000112619
3114	ENSG00000112624
2546	ENSG00000112640
991	ENSG00000112651
4648	ENSG00000112655
2317	ENSG00000112658
1985	ENSG00000112659
333	ENSG00000112667
3286	ENSG00000112679
1538	ENSG00000112685
410	ENSG00000112695
3178	ENSG00000112697
363	ENSG00000112699
4553	ENSG00000112701
974	ENSG00000112706
1941	ENSG00000112715
3670	ENSG00000112739
549	ENSG00000112742
960	ENSG00000112759
1818	ENSG00000112761
3028	ENSG00000112763
2194	ENSG00000112769
4342	ENSG00000112773
6204	ENSG00000112782
2916	ENSG00000112787
2139	ENSG00000112796
356	ENSG00000112799
1781	ENSG00000112812
646	ENSG00000112818
4402	ENSG00000112837
4019	ENSG00000112851
3365	ENSG00000112852
2487	ENSG00000112855
2006	ENSG00000112874
400	ENSG00000112877
180	ENSG00000112893
7871	ENSG00000112902
1366	ENSG00000112936
2103	ENSG00000112941
4268	ENSG00000112964
1736	ENSG00000112972
1826	ENSG00000112977
509	ENSG00000112981
3443	ENSG00000112983
653	ENSG00000112984
3768	ENSG00000112992
320	ENSG00000112996
2412	ENSG00000113013
2147	ENSG00000113048
1029	ENSG00000113068
1456	ENSG00000113070
419	ENSG00000113073
3923	ENSG00000113083
644	ENSG00000113088
536	ENSG00000113100
1539	ENSG00000113108
1428	ENSG00000113119
2475	ENSG00000113140
599	ENSG00000113141
1762	ENSG00000113161
13193	ENSG00000113163
3124	ENSG00000113194
834	ENSG00000113196
787	ENSG00000113205
803	ENSG00000113209
645	ENSG00000113211
1166	ENSG00000113212
3253	ENSG00000113231
4555	ENSG00000113240
1423	ENSG00000113248
320	ENSG00000113249
3330	ENSG00000113262
2638	ENSG00000113263
10032	ENSG00000113269
2488	ENSG00000113272
6410	ENSG00000113273
2426	ENSG00000113282
146	ENSG00000113296
4205	ENSG00000113300
1318	ENSG00000113302
1520	ENSG00000113303
478	ENSG00000113312
598	ENSG00000113318
5822	ENSG00000113319
14727	ENSG00000113327
1346	ENSG00000113328
2624	ENSG00000113356
935	ENSG00000113360
6150	ENSG00000113361
1693	ENSG00000113368
2676	ENSG00000113369
2032	ENSG00000113384
3426	ENSG00000113387
5774	ENSG00000113389
3037	ENSG00000113391
360	ENSG00000113396
3960	ENSG00000113407
1563	ENSG00000113430
8982	ENSG00000113441
9810	ENSG00000113448
4195	ENSG00000113456
501	ENSG00000113460
618	ENSG00000113492
11676	ENSG00000113494
2472	ENSG00000113504
241	ENSG00000113520
8122	ENSG00000113522
367	ENSG00000113525
6185	ENSG00000113532
1476	ENSG00000113552
1796	ENSG00000113555
9954	ENSG00000113558
4145	ENSG00000113569
3438	ENSG00000113575
3293	ENSG00000113578
3958	ENSG00000113580
1357	ENSG00000113583
1973	ENSG00000113593
7189	ENSG00000113594
2695	ENSG00000113595
2104	ENSG00000113597
937	ENSG00000113600
3532	ENSG00000113615
2741	ENSG00000113621
5519	ENSG00000113638
2033	ENSG00000113643
3286	ENSG00000113645
1770	ENSG00000113648
1611	ENSG00000113649
3580	ENSG00000113657
5710	ENSG00000113658
5791	ENSG00000113712
1588	ENSG00000113716
6399	ENSG00000113719
4561	ENSG00000113721
878	ENSG00000113722
1273	ENSG00000113732
1473	ENSG00000113734
3380	ENSG00000113739
5973	ENSG00000113742
3814	ENSG00000113749
1246	ENSG00000113758
3538	ENSG00000113761
2276	ENSG00000113763
2018	ENSG00000113790
1833	ENSG00000113805
2867	ENSG00000113810
1206	ENSG00000113811
1653	ENSG00000113812
904	ENSG00000113838
1930	ENSG00000113845
1756	ENSG00000113851
2079	ENSG00000113889
357	ENSG00000113905
2972	ENSG00000113916
826	ENSG00000113924
2177	ENSG00000113946
3218	ENSG00000113966
3700	ENSG00000113971
1605	ENSG00000114013
1831	ENSG00000114019
7130	ENSG00000114021
3024	ENSG00000114023
2339	ENSG00000114026
6227	ENSG00000114030
4865	ENSG00000114054
6669	ENSG00000114062
4694	ENSG00000114098
1492	ENSG00000114107
232	ENSG00000114113
3006	ENSG00000114115
7178	ENSG00000114120
1440	ENSG00000114124
2675	ENSG00000114125
9646	ENSG00000114126
6473	ENSG00000114127
1879	ENSG00000114166
1243	ENSG00000114200
320	ENSG00000114204
1411	ENSG00000114209
1148	ENSG00000114248
4377	ENSG00000114251
3504	ENSG00000114268
333	ENSG00000114270
4614	ENSG00000114279
5257	ENSG00000114302
499	ENSG00000114315
1548	ENSG00000114316
5084	ENSG00000114331
1372	ENSG00000114346
1250	ENSG00000114349
1715	ENSG00000114353
824	ENSG00000114354
1423	ENSG00000114374
594	ENSG00000114378
1571	ENSG00000114383
1498	ENSG00000114388
414	ENSG00000114391
335	ENSG00000114395
2824	ENSG00000114405
6772	ENSG00000114416
7333	ENSG00000114423
5867	ENSG00000114439
2237	ENSG00000114446
5201	ENSG00000114450
1674	ENSG00000114455
619	ENSG00000114473
708	ENSG00000114480
726	ENSG00000114487
6687	ENSG00000114491
1967	ENSG00000114503
2216	ENSG00000114520
2143	ENSG00000114529
1871	ENSG00000114541
1147	ENSG00000114544
1758	ENSG00000114547
3375	ENSG00000114554
4385	ENSG00000114573
2117	ENSG00000114626
329	ENSG00000114631
1186	ENSG00000114638
471	ENSG00000114646
4519	ENSG00000114648
3146	ENSG00000114650
894	ENSG00000114654
6797	ENSG00000114656
2593	ENSG00000114670
511	ENSG00000114686
2072	ENSG00000114698
16639	ENSG00000114735
1111	ENSG00000114737
1251	ENSG00000114738
9810	ENSG00000114739
3757	ENSG00000114742
3485	ENSG00000114744
2430	ENSG00000114745
6870	ENSG00000114757
76	ENSG00000114767
9358	ENSG00000114770
330	ENSG00000114771
1319	ENSG00000114779
410	ENSG00000114784
3346	ENSG00000114786
2529	ENSG00000114790
5703	ENSG00000114796
3291	ENSG00000114805
2422	ENSG00000114812
625	ENSG00000114841
3110	ENSG00000114850
1256	ENSG00000114853
173	ENSG00000114854
7162	ENSG00000114857
4003	ENSG00000114859
7056	ENSG00000114861
4826	ENSG00000114867
3334	ENSG00000114902
3837	ENSG00000114904
2441	ENSG00000114923
10647	ENSG00000114933
887	ENSG00000114942
3503	ENSG00000114948
676	ENSG00000114956
4040	ENSG00000114978
5112	ENSG00000114982
2164	ENSG00000114988
811	ENSG00000114993
12944	ENSG00000114999
1152	ENSG00000115008
481	ENSG00000115009
6618	ENSG00000115020
2034	ENSG00000115041
3659	ENSG00000115042
1660	ENSG00000115053
895	ENSG00000115073
3268	ENSG00000115084
362	ENSG00000115085
5692	ENSG00000115091
2639	ENSG00000115107
5094	ENSG00000115109
7754	ENSG00000115112
178	ENSG00000115128
172	ENSG00000115129
4670	ENSG00000115137
228	ENSG00000115138
3773	ENSG00000115145
1168	ENSG00000115155
4498	ENSG00000115159
1245	ENSG00000115163
1639	ENSG00000115165
1087	ENSG00000115170
1647	ENSG00000115183
740	ENSG00000115194
1245	ENSG00000115204
1085	ENSG00000115207
1574	ENSG00000115211
447	ENSG00000115216
4051	ENSG00000115221
560	ENSG00000115226
1027	ENSG00000115232
317	ENSG00000115233
2138	ENSG00000115234
1738	ENSG00000115239
405	ENSG00000115241
3406	ENSG00000115252
716	ENSG00000115255
1403	ENSG00000115257
491	ENSG00000115263
3031	ENSG00000115266
695	ENSG00000115267
175	ENSG00000115268
1392	ENSG00000115271
541	ENSG00000115274
1912	ENSG00000115275
3604	ENSG00000115282
2722	ENSG00000115286
100	ENSG00000115289
220	ENSG00000115290
3689	ENSG00000115295
958	ENSG00000115297
5098	ENSG00000115306
328	ENSG00000115307
1015	ENSG00000115310
363	ENSG00000115317
1314	ENSG00000115318
1414	ENSG00000115325
1719	ENSG00000115339
706	ENSG00000115350
3180	ENSG00000115353
13901	ENSG00000115355
1022	ENSG00000115361
918	ENSG00000115363
3053	ENSG00000115364
3477	ENSG00000115365
4005	ENSG00000115368
2240	ENSG00000115380
204	ENSG00000115386
669	ENSG00000115392
1258	ENSG00000115414
3923	ENSG00000115415
5485	ENSG00000115419
6546	ENSG00000115421
181	ENSG00000115423
1359	ENSG00000115425
227	ENSG00000115446
481	ENSG00000115457
2583	ENSG00000115459
4646	ENSG00000115461
2187	ENSG00000115464
1552	ENSG00000115468
2289	ENSG00000115474
603	ENSG00000115484
6240	ENSG00000115486
987	ENSG00000115504
2394	ENSG00000115507
1653	ENSG00000115514
1384	ENSG00000115520
280	ENSG00000115523
4467	ENSG00000115524
7990	ENSG00000115525
1385	ENSG00000115526
449	ENSG00000115539
3492	ENSG00000115540
281	ENSG00000115541
6511	ENSG00000115548
980	ENSG00000115556
2373	ENSG00000115561
5312	ENSG00000115568
306	ENSG00000115590
1234	ENSG00000115592
2875	ENSG00000115593
4941	ENSG00000115594
388	ENSG00000115596
761	ENSG00000115598
3161	ENSG00000115602
1889	ENSG00000115604
384	ENSG00000115607
2829	ENSG00000115616
4963	ENSG00000115641
1861	ENSG00000115648
689	ENSG00000115649
723	ENSG00000115652
1502	ENSG00000115657
1778	ENSG00000115661
3133	ENSG00000115665
2500	ENSG00000115677
935	ENSG00000115685
2785	ENSG00000115687
3018	ENSG00000115694
3340	ENSG00000115705
558	ENSG00000115718
877	ENSG00000115738
1926	ENSG00000115750
4019	ENSG00000115756
756	ENSG00000115758
1172	ENSG00000115760
1373	ENSG00000115761
3285	ENSG00000115762
2462	ENSG00000115806
5816	ENSG00000115808
152	ENSG00000115816
2675	ENSG00000115825
4311	ENSG00000115827
495	ENSG00000115828
3142	ENSG00000115839
2658	ENSG00000115840
3063	ENSG00000115841
1940	ENSG00000115844
980	ENSG00000115850
817	ENSG00000115866
2732	ENSG00000115875
2246	ENSG00000115884
5982	ENSG00000115896
2719	ENSG00000115902
4428	ENSG00000115904
15224	ENSG00000115919
4456	ENSG00000115935
2328	ENSG00000115942
2775	ENSG00000115944
1623	ENSG00000115946
5113	ENSG00000115947
1637	ENSG00000115956
1792	ENSG00000115963
4285	ENSG00000115966
10748	ENSG00000115970
17468	ENSG00000115977
3486	ENSG00000115993
476	ENSG00000115998
3840	ENSG00000116001
4149	ENSG00000116005
550	ENSG00000116014
2043	ENSG00000116016
4129	ENSG00000116017
1347	ENSG00000116030
836	ENSG00000116031
130	ENSG00000116032
1969	ENSG00000116035
310	ENSG00000116039
1692	ENSG00000116044
6954	ENSG00000116062
13134	ENSG00000116095
621	ENSG00000116096
4009	ENSG00000116106
5570	ENSG00000116117
1335	ENSG00000116120
2786	ENSG00000116127
1257	ENSG00000116128
6005	ENSG00000116132
2600	ENSG00000116133
5846	ENSG00000116138
2295	ENSG00000116141
8163	ENSG00000116147
4946	ENSG00000116151
626	ENSG00000116157
1636	ENSG00000116161
6956	ENSG00000116171
137	ENSG00000116176
3872	ENSG00000116183
5846	ENSG00000116191
1424	ENSG00000116194
3846	ENSG00000116198
4418	ENSG00000116199
9609	ENSG00000116205
5627	ENSG00000116209
229	ENSG00000116212
631	ENSG00000116213
634	ENSG00000116218
290	ENSG00000116221
4498	ENSG00000116237
1851	ENSG00000116251
6116	ENSG00000116254
7562	ENSG00000116260
649	ENSG00000116266
2396	ENSG00000116273
3511	ENSG00000116285
451	ENSG00000116288
3045	ENSG00000116299
7984	ENSG00000116329
1235	ENSG00000116337
1445	ENSG00000116350
1425	ENSG00000116353
17267	ENSG00000116396
3832	ENSG00000116406
1340	ENSG00000116455
1779	ENSG00000116459
4290	ENSG00000116473
591	ENSG00000116478
1487	ENSG00000116489
2841	ENSG00000116497
843	ENSG00000116514
294	ENSG00000116521
1775	ENSG00000116525
3770	ENSG00000116539
647	ENSG00000116544
1726	ENSG00000116560
